"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"ACADL" 291.500058227697 0.617097364215593 0.734402763407548 0.840271026966632 0.40075644235409 0.95501891468353
"ACADM" 1043.2905929672 -1.03201276227711 0.650766446678117 -1.58584199837759 0.112775155890694 0.658479803589642
"ACADS" 135.002515313537 -0.674095406058153 1.26575744947621 -0.532562858971998 0.594336218036324 0.998095225096172
"ACADSB" 933.301283281986 -0.0600873666473391 0.502015066708047 -0.119692357126571 0.904726854962373 0.999333640143859
"ACADVL" 1642.91080017604 -0.000906711254691317 0.519898648516762 -0.00174401541007677 0.998608477735904 0.999978395755832
"ACAN" 212.982989347223 1.33359493128477 1.34212243401802 0.993646255723684 0.320395116383203 0.91548249517922
"ACAP1" 209.934006104758 -0.301445458250763 0.67469791845934 -0.446785813329775 0.655029715374532 0.999333640143859
"ACAP2" 2712.87135296288 0.237386620566835 0.538460373126383 0.440861820877425 0.659313034926208 0.999333640143859
"ACAP3" 1139.38681200001 -1.92296706102628 0.759351106678485 -2.53238198260831 0.0113290499638588 0.216654146766465
"ACAT1" 700.343362470184 -0.419333954640525 0.665759958129886 -0.629857577824943 0.528787770391826 0.989114379039234
"ACAT2" 90.2123054890731 0.149605555281649 1.0857028648826 0.137796039893315 0.890401614211118 0.999333640143859
"ACBD3" 1375.35929002508 0.159529267656727 0.48456458985764 0.329221884957782 0.741987982330182 0.999333640143859
"ACBD4" 175.129528455175 -1.26316467381748 0.944066294219876 -1.3380042074919 0.180895065226993 0.785639151898254
"ACBD5" 825.046607782732 0.414669054124419 0.582656955875616 0.711686439066457 0.476658966973851 0.97978667622736
"ACBD6" 491.337826254923 0.518794580097974 0.681216801722376 0.761570440990684 0.446316422283299 0.973006303340486
"ACBD7" 313.434791793111 0.657044217942475 0.669228344116608 0.981793768477908 0.326201458758134 0.920340467934685
"ACCS" 347.900236899923 1.46801299469322 0.993574259705654 1.47750707141721 0.139539764156761 0.714121355073467
"ACCSL" 0.850232270618209 2.45304273064671 5.66101939863456 0.433321731990245 0.664781052272817 NA
"ACD" 101.225326067235 -2.38162981963008 1.61847941848029 -1.47152308051366 0.141149710361404 0.718672137895641
"ACE" 215.377949515328 -1.04929841706798 0.661414091743775 -1.58644702337921 0.11263794058756 0.658295784242367
"ACE2" 68.0901226283836 -0.350648386817101 1.41402906369815 -0.247978203432425 0.804151271319902 0.999333640143859
"ACE3P" 0 NA NA NA NA NA
"ACER1" 6.6130838438145 0.388183674788722 2.145207917888 0.180953870043002 0.856403784550031 NA
"ACER2" 49.910338404989 -0.298835028012194 1.15562002023984 -0.258592809728385 0.795949431600761 0.999333640143859
"ACER2P1" 0 NA NA NA NA NA
